ID,Name,CAS Number,Standard_Smiles,Type,Total weight /kg,Piece weight /mg,Content(%),Part,Family,Specie,Reference,DOI,ContentID
TPCN05624,Catunaroside B,'1338566-67-8',CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)O)CCC45C)C3(C)C)OC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Triterpenoids,9.0,6.0,6.7e-05,Barks,Rubiaceae,Catunaregam spinosa,"Carbohydr Res. 2011. 346, 2200-2205.",10.1016/j.carres.2011.07.022.,TP02719
TPCN05625,Platycoside C,'209404-31-9',CC(=O)OC1C(O)C(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(CO)(CO)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)OC(C)C1OC1OCC(O)C(O)C1O,Triterpenoids,10.0,6.6,6.6e-05,Roots,Campanulaceae,Platycodon grandiflorum,"Chem Pharm Bull (Tokyo). 2006. 54, 557-560.",10.1248/cpb.54.557.,TP02720
TPCN05626,Liguhodgsonal,'64185-18-8',C=C(C)C1CCc2cc(O)cc(C=O)c2C1,Triterpenoids,1.6,1.0,6.3e-05,Whole plants,Asteraceae,Ligularia odontomanes,"Chem Pharm Bull (Tokyo). 2007. 55, 577-579.",10.1248/cpb.55.577,TP02721
TPCN05627,Gordonsaponin D,'1417886-17-9',CC1(C)CCC2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,9.8,6.0,6.1e-05,Stems,Theaceae,Gordonia kwangsiensis,"Phytochemistry. 2013. 85, 167-174.",10.1016/j.phytochem.2012.08.019,TP02722
TPCN05628,Fibrarecisin,'955933-84-3',COc1cc(C(=O)OC2CCC3(C)C4CCC5(C)C(=CCC6(C)CCC(C)(C)CC65)C4(C)CCC3C2(C)C)cc(OC)c1O,Triterpenoids,10.0,6.0,6e-05,Barks,Menispermaceae,Fibraurea recisa,"Nat Prod Res. 2007. 21, 351-353.",10.1080/14786410701193197,TP02723
TPCN05629,Incarvilloside B,'1243266-10-5',CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1O,Triterpenoids,17.0,10.0,5.9e-05,Whole plants,Bignoniaceae,Incarvillea delavayi,"J Asian Nat Prod Res. 2009. 11, 838-844.",10.1080/10286020903156273.,TP02724
TPCN05630,Cumingianosides N,'187837-69-0',C=C(C)C(O)C(O)CC(C)C1CCC23CC12CCC1C2(C)CCC(OC(C)=O)C(C)(C)C2CC(OC2OC(CO)C(O)C(O)C2O)C13C,Triterpenoids,8.7,5.0,5.7e-05,Leaves,Meliaceae,Dysoxylum cumingianum,"Chem Pharm Bull (Tokyo). 1997. 45, 68-74.",10.1248/cpb.45.68,TP02725
TPCN05631,Platycoside H,'899447-65-5',CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)C(CO)(CO)C5CCC43C)C2C1,Triterpenoids,10.0,5.6,5.6e-05,Roots,Campanulaceae,Platycodon grandiflorum,"Chem Pharm Bull (Tokyo). 2006. 54, 557-560.",10.1248/cpb.54.557.,TP02726
TPCN05632,Julibroside J46,'2412966-66-4',C=CC(C)(CCC=C(C)C(=O)OC1C(C)OC(OC(C)(C=C)CCC=C(C)C(=O)OC2CC3(C(=O)OC4OC(CO)C(O)C(O)C4OC4OC(C)C(OC5OC(CO)C(O)C5O)C(OC5OC(CO)C(O)C(O)C5O)C4O)CCC4(C)C(=CCC5C6(C)CCC(OC7OC(COC8OC(C)C(O)C(O)C8OC8OCC(O)C(O)C8O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7O)C(C)(C)C6CCC54C)C3CC2(C)C)C(O)C1O)OC1OC(C)C(O)C(O)C1O,Triterpenoids,18.0,10.0,5.6e-05,Barks,Fabaceae,Albizia julibrissin,"Fitoterapia. 2017. 121, 183-193.",10.1016/j.fitote.2017.07.015,TP02727
TPCN05633,Platycoside K,'899447-64-4',CC1(C)CCC2(C(=O)O)C(O)CC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6O)C(CO)(CO)C5CCC43C)C2C1,Triterpenoids,10.0,5.5,5.5e-05,Roots,Campanulaceae,Platycodon grandiflorum,"Chem Pharm Bull (Tokyo). 2006. 54, 557-560.",10.1248/cpb.54.557.,TP02728
TPCN05634,Foegraecumoside E,'2124215-86-5',CC(=O)OCC1(C)CCC23COC4(CCC5C6(C)CCC(OC7OCC(O)C(O)C7OC7OC(CO)C(O)C(O)C7OC7OCC(O)C(O)C7O)C(C)(C)C6CCC5(C)C4(C)CC2OC(C)=O)C3C1,Triterpenoids,14.7,8.0,5.4e-05,Aerial parts,Primulaceae,Lysimachia foenum-graecum,"Phytochemistry. 2017. 136, 165-174.",10.1016/j.phytochem.2017.01.021,TP02729
TPCN05635,Platycoside I,'899447-61-1',CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(COC8OC(COC9OC(CO)C(O)C(O)C9O)C(O)C(O)C8O)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(O)C1O,Triterpenoids,10.0,5.2,5.2e-05,Roots,Campanulaceae,Platycodon grandiflorum,"Chem Pharm Bull (Tokyo). 2006. 54, 557-560.",10.1248/cpb.54.557.,TP02730
TPCN05636,Polygalacin D,'66663-91-0',CC1OC(OC2C(OC(=O)C34CCC(C)(C)CC3C3=CCC5C6(C)CC(O)C(OC7OC(CO)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C3(C)CC4O)OCC(O)C2O)C(O)C(O)C1OC1OCC(O)C(OC2OCC(O)(CO)C2O)C1O,Triterpenoids,10.0,5.1,5.1e-05,Roots,Campanulaceae,Platycodon grandiflurum,"J Asian Nat Prod Res. 2007. 9, 35-40.",10.1080/10286020500289600.,TP02731
TPCN05637,Incarvilloside A,'1243266-06-9',CC1C(O)CC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(CO)C5CCC43C)C2C1(C)O,Triterpenoids,17.0,8.0,4.7e-05,Whole plants,Bignoniaceae,Incarvillea delavayi,"J Asian Nat Prod Res. 2009. 11, 838-844.",10.1080/10286020903156273.,TP02732
TPCN05638,Notoginsenoside SP20,'2132408-08-1',COC(C)(C=CC(O)C(C)(C)O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,Triterpenoids,15.0,7.0,4.7e-05,Roots,Araliaceae,Panax notoginseng,"Nat Prod Res. 2018. 32, 294-301.",10.1080/14786419.2017.1356833.,TP02733
TPCN05639,Cumingianosides O,'187837-75-8',CC(=O)OCC1OC(OC2CC3C(C)(C)C(OC(C)=O)CCC3(C)C3CCC45CC4(CCC5C(C)CC4OC(C)(C)C4O)C23C)C(O)C(O)C1O,Triterpenoids,8.7,4.0,4.6e-05,Leaves,Meliaceae,Dysoxylum cumingianum,"Chem Pharm Bull (Tokyo). 1997. 45, 68-74.",10.1248/cpb.45.68,TP02734
TPCN05640,Notoginsenoside SP21,'2132408-09-2',C=C(C(O)CCC(C)(C)O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C,Triterpenoids,15.0,6.0,4e-05,Roots,Araliaceae,Panax notoginseng,"Nat Prod Res. 2018. 32, 294-301.",10.1080/14786419.2017.1356833.,TP02735
TPCN05641,Prosapogenin-9,'1715015-90-9',CC1(CO)CCCC(C)(C2CCC3(C)C2C(O)CC2C4(C)CCC(O)C(C)(C)C4CCC23C)O1,Triterpenoids,41.5,16.7,4e-05,Barks,Fabaceae,Albizia julibrissin,"Magn Reson Chem. 2008. 46, 1059-1065.",10.1002/mrc.2263.,TP02736
TPCN05642,Oleanolic acid 28-O-β-D-glucopyranoside,'1883809-17-3',C=C1CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)OCCCC)C(O)C(O)C6O)C(C)(C=O)C5CCC43C)C2C1,Triterpenoids,50.0,18.903,3.8e-05,Whole plants,Amaranthaceae,Salicornia bigelovii,"Molecules. 2015. 20, 6419-6431.",10.3390/molecules20046419.,TP02737
TPCN05643,Yemuoside YM11,'125239-12-5',C=C1CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,20.0,7.1,3.6e-05,Stems,Lardizabalaceae,Stauntonia chinensis,"Magn Reson Chem. 2008. 46, 630-637.",10.1002/mrc.2222.,TP02738
TPCN05644,Prosapogenin-10,'186428-64-8',C=CC(C)(CCC=C(C)C(=O)OC1CC2(C(=O)OC3OC(CO)C(O)C(O)C3OC3OC(C)C(OC4OC(CO)C(O)C4O)C(OC4OC(CO)C(O)C(O)C4O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OC(C)C(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2CC1(C)C)OC1OC(C)C(O)C(O)C1O,Triterpenoids,41.5,12.7,3.1e-05,Barks,Fabaceae,Albizia julibrissin,"Magn Reson Chem. 2008. 46, 1059-1065.",10.1002/mrc.2263.,TP02739
TPCN05645,Bigelovii C,'148299-13-2',CC1OC(OCC2OC(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)C7CC6(C(=O)O7)C(O)CC45C)C3(C)C)C(O)C(O)C2O)C(OC2OCC(O)C(O)C2O)C(O)C1O,Triterpenoids,50.0,13.657,2.7e-05,Whole plants,Amaranthaceae,Salicornia bigelovii,"Molecules. 2015. 20, 6419-6431.",10.3390/molecules20046419.,TP02740
TPCN05646,"3β,20α,24-trihydroxy-29-norolean-12-en-28-oic acid 24-O-β-Dglucopyranosyl-(1→2)-[α-L-arabinopyranosyl-(1→3)]-β-D-glucopyranoside",'2241219-25-8',CC1(O)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(COC6OC(CO)C(O)C(OC7OCC(O)C(O)C7O)C6OC6OC(CO)C(O)C(O)C6O)C5CCC43C)C2C1,Triterpenoids,40.0,7.8,2e-05,Stems,Lardizabalaceae,Stauntonia chinensis,"Nat Prod Res. 2019. 33, 1269-1276",10.1080/14786419.2018.1470515,TP02741
TPCN05647,(+)-medioresinol,'40957-99-1',COc1cc(C2OCC3C(c4cc(OC)c(O)c(OC)c4)OCC23)ccc1O,Triterpenoids,50.0,9.0,1.8e-05,Whole plants,Lamiaceae,Teucrium viscidum,"Molecules. 2013. 18, 1262-1269.",10.3390/molecules18011262.,TP02742
TPCN05648,Prosapogenin-12,'186428-61-5',C=CC(C)(CCC=C(C)C(=O)OC1CC2(C(=O)OC3OC(CO)C(O)C(O)C3OC3OC(C)C(OC4OC(CO)C(O)C4O)C(OC4OC(CO)C(O)C(O)C4O)C3O)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(COC7OC(C)C(O)C(O)C7OC7OCC(O)C(O)C7O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2CC1(C)C)OC1OC(C)C(O)C(O)C1O,Triterpenoids,41.5,7.6,1.8e-05,Barks,Fabaceae,Albizia julibrissin,"Magn Reson Chem. 2008. 46, 1059-1065.",10.1002/mrc.2263.,TP02743
TPCN05649,Pinoresinol,'24404-50-0',COc1cc(C2OCC3C(c4ccc(O)c(OC)c4)OCC23)ccc1O,Triterpenoids,50.0,8.0,1.6e-05,Whole plants,Lamiaceae,Teucrium viscidum,"Molecules. 2013. 18, 1262-1269.",10.3390/molecules18011262.,TP02744
TPCN05650,Yemuoside YM13,'1051939-02-6',C=C1CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(OC7OCC(O)C(O)C7O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,Triterpenoids,20.0,2.9,1.5e-05,Stems,Lardizabalaceae,Stauntonia chinensis,"Magn Reson Chem. 2008. 46, 630-637.",10.1002/mrc.2222.,TP02745
TPCN05651,Brachyantheraoside B2,'2113695-55-7',CC1OC(OC2C(OCC3(C)C(O)CCC4(C)C3CCC3(C)C4CC=C4C5CC(C)(O)CCC5(C(=O)O)CCC43C)OC(CO)C(O)C2O)C(O)C(O)C1O,Triterpenoids,40.0,5.3,1.3e-05,Stems,Lardizabalaceae,Stauntonia chinensis,"Nat Prod Res. 2019. 33, 1269-1276",10.1080/14786419.2018.1470515,TP02746
TPCN05652,3β-hydroxy-urs-30-p-Z-hydroxycinnamoyloxy-12-en-28-oic-acid,'1446309-01-8',CC1C(COC(=O)C=Cc2ccc(O)cc2)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Triterpenoids,50.0,6.0,1.2e-05,Whole plants,Lamiaceae,Teucrium viscidum,"Molecules. 2013. 18, 1262-1269.",10.3390/molecules18011262.,TP02747
TPCN05653,3β-hydroxy-urs-30-p-E-hydroxycinnamoyloxy-12-en-28-oic-acid,'260393-05-3',CC1C(COC(=O)C=Cc2ccc(O)cc2)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Triterpenoids,50.0,5.0,1e-05,Whole plants,Lamiaceae,Teucrium viscidum,"Molecules. 2013. 18, 1262-1269.",10.3390/molecules18011262.,TP02748
TPCN05844,3-O-β-D-glucopyranosyl medicagenic acid 28-O-β-D-galactopyranosyl (1→4)-β-D-xylopyranosyl(1→4)-α-L-rhamnopyranosyl (1→2)-(4-O-acetyl)-[β-D-apiofuranosyl (1→3)]-β-D-fucopyranosyl ester,'1497288-37-5',CC(=O)OC1C(C)OC(OC(=O)C23CCC(C)(C)CC2C2=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC4(C)C2(C)CC3)C(OC2OC(C)C(OC3OCC(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)C(O)C2O)C1OC1OCC(O)(CO)C1O,Triterpenoids,20.0,19.0,9.5e-05,Aerial parts,Polygalaceae,Polygala sibirica,Fitoterapia. 2013 Jan;84:295-301.,10.1016/j.fitote.2012.12.017.,TP02958
TPCN05845,Madhunolic acid,'960050-08-2',CC1=CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5=CCC43C)C2C1C,Triterpenoids,8.5,8.0,9.4e-05,Seeds,Sapotaceae,Madhuca latifolia,J Asian Nat Prod Res. 2007 Apr-Aug;9(3-5):293-7.,10.1080/10286020600727442.,TP02959
TPCN05846,Xuxuasins B,'815582-50-4',Cc1c2c(cc3c1OC1c4c(cc(O)c(O)c4C)C4(C)CCC5(C)C6CC(C)C(=O)CC6(C)CCC5(C)C4C1O3)C1=CCC3(C)C4CC(C)C(=O)C(O)C4(C)CCC3(C)C1(C)C=C2,Triterpenoids,5.0,4.6,9.2e-05,Barks,Celastraceae,Maytenus chuchuhuasca,Chem Pharm Bull (Tokyo). 2004 Sep;52(9):1148-50.,10.1248/cpb.52.1148.,TP02960
TPCN05847,Cyclocarioside J,'1620195-98-3',CC1OC(OC2CC3C4(C)CCC(OC5OCC(O)C(O)C5O)C(C)(C)C4CCC3(C)C3(C)CCC(C4(C)CCC(C(C)(C)O)O4)C23)C(O)C(O)C1O,Triterpenoids,10.0,8.4,8.4e-05,Leaves,Juglandaceae,Cyclocarya paliurus,Bioorg Chem. 2020 Jan;95:103493.,10.1016/j.bioorg.2019.103493,TP02961
TPCN05848,"Β-D-Glucopyranosiduronic acid, (3β,4α)-28-[(O-α-L-arabinofuranosyl-(1→3)-O-[O-β-D-xylopyranosyl-(1→4)-6-deoxy-α-L-mannopyranosyl-(1→2)]-4-O-acetyl-6-deoxy-β-D-galactopyranosyl)oxy]-23,28-dioxoolean-12-en-3-yl 2-O-β-D-galactopyranosyl-, butyl ester (9CI, ACI)",'318959-53-4',CCCCOC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(C)C(OC(C)=O)C(OC6OC(CO)C(O)C6O)C5OC5OC(C)C(OC6OCC(O)C(O)C6O)C(O)C5O)CCC34C)C2(C)C=O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Triterpenoids,50.0,40.0,8e-05,Seeds,Caryophyllaceae,Vaccaria segetalis,J Asian Nat Prod Res. 2000;2(3):187-93.,10.1080/10286020008039910.,TP02963
TPCN05849,"A′-Neogammacer-22(29)-en-3-ol, 3-acetate, (3β)- (ACI)",'76582-61-1',C=C(C)C1CCC2(C)C1CCC1(C)C2CCC2C3(C)CCC(OC(C)=O)C(C)(C)C3CCC21C,Triterpenoids,10.0,8.0,8e-05,Whole plants,Urticaceae,Pilea cavaleriei,J Asian Nat Prod Res. 2012;14(11):1032-8.,10.1080/10286020.2012.702760.,TP02964
TPCN05850,Speciosaperoxide,'1071926-23-2',CC(=O)OC1CCC2(C)C(CCC3(C)C2C(OO)C=C2C4C(C)C(C)CCC4(C(=O)O)CCC23C)C1(C)C,Triterpenoids,5.0,4.0,8e-05,Fruits,Rosaceae,Chaenomeles speciosa,J Asian Nat Prod Res. 2008 Mar-Apr;10(3-4):217-22.,10.1080/10286020701395370.,TP02965
TPCN05851,"Β-D-Glucopyranosiduronic acid, (3β,4β,22α)-22,23-dihydroxyolean-12-en-3-yl O-6-deoxy-α-L-mannopyranosyl-(1→2)-O-[β-D-glucopyranosyl-(1→3)]-O-β-D-glucopyranosyl-(1→2)- (9CI)",'390798-34-2',CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Triterpenoids,4.5,3.5,7.8e-05,Whole plants,Fabaceae,Astragalus trigonus,Z Naturforsch C J Biosci. 2001 Sep-Oct;56(9-10):699-702.,10.1515/znc-2001-9-1005.,TP02966
TPCN05852,"29-Norlupane-1β-hydroxy-3,20-dione",'2412444-13-2',CC(=O)C1CCC2(C)CCC3(C)C(CCC4C5(C)C(O)CC(=O)C(C)(C)C5CCC43C)C12,Triterpenoids,5.5,4.1,7.5e-05,Leaves,Phyllanthaceae,Phyllanthus acidus,Nat Prod Res. 2019 Dec 9:1-6.,10.1080/14786419.2019.1700252.,TP02967
TPCN05853,Cimitriteromone F,'2245241-49-8',COc1c2c(cc3oc(COC4OC(COC56OC7CC8(C)C9CCC%10C(C)(C)C(OC%11OCC(O)C(O)C%11O)CCC%10%11CC9%11CCC8(C)C7C(C)C5OC(C)(C)C6O)C(O)C(O)C4O)cc(=O)c13)OC(C(C)(C)O)C2,Triterpenoids,15.0,10.3,6.9e-05,Subterraneous stems,Ranunculaceae,Cimicifuga foetida,J Org Chem. 2018 Sep 7;83(17):10359-10369.,10.1021/acs.joc.8b01466.,TP02969
TPCN05854,26-deoxyactein,'264624-38-6',CC(=O)OC1CC23CC24CCC(OC2OCC(O)C(O)C2O)C(C)(C)C4CCC3C2(C)CC3OC4(CC(C)C3C12C)OCC1(C)OC14,Triterpenoids,23.4,15.0,6.4e-05,Subterraneous stems,Ranunculaceae,Cimicifuga foetida,Molecules. 2011 Jul 5;16(7):5701-8.,10.3390/molecules16075701.,TP02970
TPCN05855,Cimifosides D,'1053240-51-9',CC(=O)OC1CC23CC24CCC(OC2OCC(O)C(OC5OCC(O)C(O)C5O)C2O)C(C)(C)C4CCC3C2(C)CC3OC4(CC(C)C3C12C)OCC1(C)OC14,Triterpenoids,23.4,15.0,6.4e-05,Subterraneous stems,Ranunculaceae,Cimicifuga foetida,Molecules. 2008 Aug 13;13(8):1712-21.,10.3390/molecules13081712.,TP02971
TPCN05856,"(3β,4β,24S)-24-Methyl-9,19-cyclolanosta-20,25-diene-3,16,28-triol",'1014976-26-1',C=C(C)C(C)CCC(=C)C1C(O)CC2(C)C3CCC4C(C)(CO)C(O)CCC45CC35CCC12C,Triterpenoids,20.0,12.52,6.3e-05,Aerial parts,Rutaceae,Skimmia laureola,Nat Prod Res. 2008 Jan 10;22(1):37-47.,10.1080/14786410601130356.,TP02972
TPCN05857,Segetoside B,'573992-02-6',COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(C)C(OC(C)=O)C(OC6OC(COC(C)=O)C(O)C6O)C5OC5OC(C)C(OC6OCC(O)C(O)C6O)C(O)C5O)CCC34C)C2(C)C=O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,Triterpenoids,50.0,30.0,6e-05,Seeds,Caryophyllaceae,Vaccaria segetalis,J Asian Nat Prod Res. 1999;1(3):199-205.,10.1080/10286029908039865.,TP02973
TPCN05858,Pterocaryoside b,'168146-27-8',C=C(C)C1CCC2(C)C(CC(OC3OCC(O)C(O)C3O)C3C(C(C)(O)CC=CC(C)(C)O)CCC32C)C1(C)CCC(=O)O,Triterpenoids,10.0,5.6,5.6e-05,Leaves,Juglandaceae,Cyclocarya paliurus,Bioorg Chem. 2020 Jan;95:103493.,10.1016/j.bioorg.2019.103493,TP02974
TPCN05859,"(20 S)-3α,10α-Epoxy-9-epi-cucurbitan-24,25-ozonide",'641637-83-4',CC(CCC1OOC(C)(C)O1)C1CCC2(C)C1CCC1(C)C34CCC(O3)C(C)(C)C4CCC21C,Triterpenoids,7.47,4.0,5.4e-05,Aerial parts,Asteraceae,Senecio selloi,Arch Pharm (Weinheim). 2003 Jul;336(4-5):205-7.,10.1002/ardp.200300740.,TP02975
TPCN05860,7a-hydroxyisoxuxuarine Ea,'203719-83-9',COC(=O)C1(C)CCC2(C)CCC3(C)C4=CC(=O)c5c(cc6c(c5C)OC5(O)C(=O)C=C7C(=CCC8C7(C)CCC7(C)C9CC(C)(C(=O)OC)CCC9(C)CCC87C)C5(C)O6)C4(C)CCC3(C)C2C1,Triterpenoids,5.0,2.7,5.4e-05,Barks,Celastraceae,Maytenus chuchuhuasca,Chem Pharm Bull (Tokyo). 2004 Jun;52(6):739-46.,10.1248/cpb.52.739.,TP02976
TPCN05861,Isoxuxuarine Eb,'758708-90-6',COC(=O)C1(C)CCC2(C)CCC3(C)C4=CC=C5C(=CC(=O)C6(O)Oc7c(cc8c(c7C)C(=O)C=C7C8(C)CCC8(C)C9CC(C)(C(=O)OC)CCC9(C)CCC78C)OC56C)C4(C)CCC3(C)C2C1,Triterpenoids,5.0,2.5,5e-05,Barks,Celastraceae,Maytenus chuchuhuasca,Chem Pharm Bull (Tokyo). 2004 Jun;52(6):739-46.,10.1248/cpb.52.739.,TP02977
TPCN05862,Cyclocarioside I,'172997-02-3',CC1OC(OC2CC3C4(C)CCC(OC5OC(CO)C(O)C5O)C(C)(C)C4CCC3(C)C3(C)CCC(C4(C)CCC(C(C)(C)O)O4)C23)C(O)C(O)C1O,Triterpenoids,10.0,4.8,4.8e-05,Leaves,Juglandaceae,Cyclocarya paliurus,Bioorg Chem. 2020 Jan;95:103493.,10.1016/j.bioorg.2019.103493,TP02978
TPCN05863,Cyclocarioside Z2,'2411457-54-8',C=C(C)C1CCC2(C)C(CC(OC3OCC(O)C(O)C3O)C3C(C(C)(O)CC(C=C(C)C)OC)CCC32C)C1(C)CCC(=O)OC,Triterpenoids,10.0,4.5,4.5e-05,Leaves,Juglandaceae,Cyclocarya paliurus,Bioorg Chem. 2020 Jan;95:103493.,10.1016/j.bioorg.2019.103493,TP02979
TPCN05864,"Zeeshanol [25,26,27-trinor-apotirucalla-(apoeupha)-6a-,21-dihydroxy, 7a-acetoxy, 1,14,22-tri-en-3, 16-dione]",'930096-77-8',CC=CC(CO)C1C(=O)C=C2C1(C)CCC1C3(C)C=CC(=O)C(C)(C)C3C(O)C(OC(C)=O)C21C,Triterpenoids,20.0,9.0,4.5e-05,Leaves,Meliaceae,Azadirachta indica,Nat Prod Res. 2006 Oct;20(12):1036-40.,10.1080/14786410500183985.,TP02980
TPCN05865,3b-hydroxy-27-(4-acetyl)-(Z)-cinnamoyl-lup-20(29)-en-28-oic acid,'1373888-48-2',C=C(C)C1CCC2(C(=O)O)CCC3(COC(=O)C=Cc4ccc(C(C)=O)cc4)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12,Triterpenoids,20.0,8.5,4.3e-05,Leaves,Apocynaceae,Nerium oleander,Phytochemistry. 2012 May;77:238-44.,10.1016/j.phytochem.2012.01.001,TP02981
TPCN05866,Uralsaponin Y,'1616062-90-8',CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5C(=O)C=C5C7CC8(C)CC(OC8=O)C7(C)CCC56C)C4(C)C)OC(C(=O)O)C(O)C3O)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,Triterpenoids,35.0,15.0,4.3e-05,Roots,Fabaceae,Glycyrrhiza uralensis,J Nat Prod. 2014 Jul 25;77(7):1632-43.,10.1021/np500253m.,TP02982
TPCN05867,Cimitriteromone G,'2245241-50-1',COc1c2c(cc3oc(COC4OC(COC(C)(C)C5OC67CC8(C)C9=CCC%10C(C)(C)C(OC%11OCC(O)C(O)C%11O)CCC%10%11CC9%11C(O)CC8(C)C6C(C)CC5O7)C(O)C(O)C4O)cc(=O)c13)OC(C(C)(C)O)C2,Triterpenoids,15.0,6.2,4.1e-05,Subterraneous stems,Ranunculaceae,Cimicifuga foetida,J Org Chem. 2018 Sep 7;83(17):10359-10369.,10.1021/acs.joc.8b01466.,TP02983
TPCN05868,Segetoside C,'232601-86-4',CC(=O)OCC1OC(OC2C(OCC3OC(OC(=O)C45CCC(C)(C)CC4C4=CCC6C7(C)CCC(O)C(C)(C(=O)O)C7CCC6(C)C4(C)CC5)C(O)C(OC4OC(CO)C(O)C(O)C4O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,Triterpenoids,50.0,20.0,4e-05,Seeds,Caryophyllaceae,Vaccaria segetalis,J Asian Nat Prod Res. 1999;1(3):199-205.,10.1080/10286029908039865.,TP02984
